p,M_p,B_plus_C,B_raw,delta_sq,R,n_farey
15679,-28,398761417.4911010265,386325049.6799023747,12436367.8111986686,31.0641383035,74716785
15683,-27,396865266.3017797470,384420261.6110709310,12445004.6907088049,30.8895232396,74756131
15727,-20,309571982.0419023037,297056350.4470792413,12515631.5948230326,23.7348269799,75173261
15731,-21,322188904.2851276994,309667964.4718738794,12520939.8132538050,24.7320064700,75211027
15733,-22,334441414.7083663344,321910458.7603273392,12530955.9480389711,25.6892179731,75231509
15737,-23,348596750.3120938540,336065916.8776292801,12530833.4344645739,26.8191193056,75270211
15739,-23,357421550.2293176651,344884926.9563199282,12536623.2729977295,27.5101930916,75290987
15749,-27,403671144.9966150522,391129861.5354085565,12541283.4612065218,31.1873870601,75384925
15761,-26,402229823.7237539291,389654990.4728280306,12574833.2509259060,30.9868912531,75498591
15767,-25,402594124.1852496862,390021061.4138808846,12573062.7713688165,31.0203701760,75556737
15773,-25,403470153.9021283984,390882427.7536379695,12587726.1484904420,31.0526637728,75615019
15787,-22,372198968.2509726882,359587564.4842886329,12611403.7666840795,28.5128896939,75747639
15791,-25,394467451.5399762392,381855015.9671646953,12612435.5728115216,30.2760726715,75787565
15797,-26,404357961.2903437018,391731929.8644483685,12626031.4258953594,31.0257369597,75845251
15803,-29,433794923.4124627709,421162489.3778422475,12632434.0346204974,33.3397734929,75903443
15809,-33,470568472.4968031645,457922450.1838527918,12646022.3129503541,36.2107893574,75959837
15817,-32,464416245.1107850671,451755622.2258266211,12660622.8849584628,35.6819428499,76037511
15823,-32,461242658.0272468328,448574987.6046780348,12667670.4225687962,35.4110087049,76096275
15859,-25,401054577.2921926975,388329384.8938301206,12725192.3983626049,30.5165825975,76442609
15877,-21,369890513.0588030815,357125277.1313791275,12765235.9274239484,27.9763945737,76613311
15881,-24,398050981.6368629336,385286994.4085480571,12763987.2283148654,30.1854732002,76653275
15887,-25,407324896.9606393576,394555182.8193476200,12769714.1412917245,30.8977302431,76710519
15889,-26,420867025.4598098993,408091123.5269778371,12775901.9328320902,31.9422554801,76731685
15901,-23,401495342.9771054387,388689935.8817133307,12805407.0953920912,30.3535789988,76846345
15907,-21,395047377.8556531668,382240858.1350039244,12806519.7206492703,29.8473641921,76904155
15913,-19,386713804.9432894588,373894111.6704263091,12819693.2728631366,29.1656051133,76962633
15919,-20,400590483.0549999475,387767308.2909080982,12823174.7640918363,30.2395713561,77021365
15923,-22,422862810.1084192395,410034855.5918517113,12827954.5165675525,31.9641650633,77061223
15937,-20,407298770.9526723027,394442198.9198313355,12856572.0328409858,30.6801998163,77195915
15959,-22,396067290.8389835954,383192782.2175887227,12874508.6213948485,29.7636821324,77409571
15971,-24,412545906.0979143977,399640584.8716100454,12905321.2263043597,30.9671164215,77524657
15973,-25,425716616.6923834085,412802662.2518271208,12913954.4405562803,31.9656278913,77545467
15991,-27,427560797.3834332824,414613746.5025848746,12947050.8808484115,32.0237983397,77718803
16001,-29,434240646.3585201502,421282620.4047226310,12958025.9537975285,32.5113271039,77816349
16007,-29,431012870.4042602181,418051676.8439158201,12961193.5603444222,32.2541033661,77875125
16033,-26,395538402.5353097916,382526328.8189806938,13012073.7163290717,29.3977990871,78127409
16057,-24,360533359.1507983208,347483327.6820224524,13050031.4687758498,26.6270107098,78360213
16061,-25,374569172.2713263631,361510770.8260001540,13058401.4453262221,27.6841520258,78398909
16063,-27,392007451.5441687703,378952401.8978634477,13055049.6463053338,29.0272662429,78420321
16067,-29,410635734.8046007156,397575834.1966093779,13059900.6079913080,30.4424854469,78459023
16069,-30,422034148.3877901435,408964821.1633753777,13069327.2244147863,31.2919566662,78479985
16073,-33,448617564.4916779399,435543451.1192029119,13074113.3724750448,33.3134216226,78518917
16087,-29,407902359.4536913037,394805630.5435990691,13096728.9100922626,30.1453617353,78654835
16091,-32,433037644.5370326638,419935996.9872961044,13101647.5497365333,32.0521518682,78695713
16097,-33,446917405.8205602169,433800256.7009579539,13117149.1196022723,33.0712300932,78752523
16103,-35,455163187.1560379863,442043614.2479273081,13119572.9081106689,33.6934454608,78812999
16111,-32,426694496.3285806775,413559531.1891518831,13134965.1394287925,31.4853923706,78891349
16127,-35,442813711.5742398500,429662977.3870716095,13150734.1871682350,32.6721665324,79046993
16139,-40,492850319.0192297101,479676069.6231209040,13174249.3961088229,36.4101251768,79164197
16141,-41,504746121.0564088821,491557680.8062108159,13188440.2501980569,37.2718586490,79184623
16183,-36,447861086.2183707356,434607208.0317866802,13253878.1865840796,32.7909463112,79596645
16187,-35,448029412.9501959085,434774029.5679630041,13255383.3822328933,32.7998079747,79635319
16189,-36,459581149.4003756046,446315752.2078403234,13265397.1925352532,33.6451103371,79656545
16193,-38,481041782.8849059343,467766279.5872859955,13275503.2976199612,35.2352953482,79695461
16217,-36,448169696.9507583380,434864631.4456572533,13305065.5051010568,32.6841405838,79931069
16223,-35,445718663.6450088620,432407509.4209340215,13311154.2240748294,32.4845991671,79991539
16229,-35,451989060.0106504560,438659421.7157903314,13329638.2948601265,32.9085765129,80049745
16231,-35,462161455.5577517152,448825489.4821819067,13335966.0755698122,33.6552662881,80070293
16249,-35,456224539.2221416831,442864314.6067892313,13360224.6153524555,33.1479692413,80247197
16253,-35,463602383.4226732254,450240594.5396953821,13361788.8829778619,33.6961314449,80287893
16267,-36,464570255.1872165799,451179846.9386110306,13390408.2486055270,33.6942562588,80425349
16273,-36,463936040.5881057978,450527766.6804274321,13408273.9076783936,33.6007281610,80485255
16301,-35,415980763.8605044484,402537514.3838933110,13443249.4766111523,29.9434682875,80762497
16319,-38,422103915.2162457705,408639410.7238488197,13464504.4923969265,30.3493835183,80939753
16333,-32,369996169.5451499224,356495437.2488132715,13500732.2963366229,26.4056370739,81079067
16339,-31,372039544.7304807305,358531936.8704394698,13507607.8600412607,26.5429630905,81139181
16349,-32,381578152.7058631778,368053222.9863358736,13524929.7195272818,27.2129490222,81238621
16361,-27,341397928.1327697635,327850536.4328535795,13547391.6999161933,24.2002699630,81355919
16363,-28,355545175.6916163564,341985003.5841603279,13560172.1074560210,25.2198129105,81377679
16369,-29,360945441.8229603171,347373908.0257386565,13571533.7972216606,25.5957737140,81437809
16381,-32,377370871.9433616996,363775094.8535380363,13595777.0898236725,26.7564768420,81555993
16411,-32,366177466.8800868392,352547724.0001758337,13629742.8799110260,25.8660583040,81854855
16417,-33,382201601.7984262705,368552521.8836397529,13649079.9147865269,27.0020048373,81913813
16421,-34,399713441.1105864048,386072251.0953971744,13641190.0151892006,28.3019480460,81955077
16427,-36,410569474.1902411580,396907579.8629721999,13661894.3272689339,29.0521629252,82015469
16433,-34,399170928.1608331203,385504932.9713864923,13665995.1894465983,28.2090640036,82075979
16447,-31,368273077.4345406294,354588036.0791574717,13685041.3553831708,25.9106294874,82213281
16451,-31,371887784.8340198398,358189968.3001169562,13697816.5339029077,26.1494207791,82254403
16453,-32,386288988.1842735410,372586782.7314799428,13702205.4527936000,27.1917381487,82276325
16477,-30,378627404.0955775976,364890087.7611881495,13737316.3343894631,26.5619629685,82514387
16481,-30,384291047.1128545403,370545814.7547336817,13745232.3581208643,26.9581339260,82554731
16487,-27,370532188.6592546105,356782146.8388709426,13750041.8203836568,25.9477135779,82615925
16493,-27,373408607.8187528253,359637024.2648434043,13771583.5539094098,26.1144277894,82675959
16519,-25,322980015.0444394350,309176524.6485683918,13803490.3958710395,22.3984308158,82937547
16529,-27,342988254.0635917783,329169078.3830122948,13819175.6805794630,23.8197332454,83036879
16547,-27,332116573.4525154829,318264538.2902543545,13852035.1622611526,22.9760128791,83217931
16553,-29,354336457.7293097973,340470343.4992656708,13866114.2300441395,24.5541279879,83279325
16561,-27,336404394.1657388210,322514405.6714898944,13889988.4942489509,23.2191989075,83358509
16567,-25,329247944.6301230788,315356256.9289688468,13891687.7011542358,22.7010759033,83418909
16573,-26,341663297.9249900579,327764267.9176682234,13899030.0073218122,23.5818087841,83481099
16603,-21,282745633.1918619275,268795516.1440395713,13950117.0478223804,19.2683341095,83782023
16607,-22,300285691.2479939461,286334214.6078268290,13951476.6401671264,20.5235776823,83821893
16619,-21,284928804.3093625307,270955799.1665117145,13973005.1428507976,19.3913761855,83943463
16631,-20,267698559.6742136478,253717076.8710571527,13981482.8031565025,18.1466501403,84064127
16633,-21,282087589.7992625833,268073356.0851419270,14014233.7141206618,19.1286488832,84085077
16649,-20,269650019.3537440300,255629625.5123569667,14020393.8413870838,18.2326993381,84246565
16651,-21,283969441.0348358750,269931328.5649614334,14038112.4698744547,19.2284631673,84267533
16657,-21,289964254.1592220664,275920339.6699337959,14043914.4892882537,19.6469680786,84327159
16661,-21,295610336.9212945104,281555231.5227561593,14055105.3985383324,20.0322390718,84368607
16673,-20,269862932.6556050181,255794595.6454053223,14068337.0101996902,18.1822908749,84492895
16691,-23,309242192.5190054178,295146949.6563569903,14095242.8626484331,20.9394724541,84671159
16693,-24,321309182.7457717657,307202847.6756480932,14106335.0701236967,21.7776513991,84692937
16699,-25,324339908.2886534333,310225990.9273447990,14113917.3613086529,21.9801478913,84754497
16703,-28,353836918.6430073977,339725538.0395027399,14111380.6035046373,24.0745783552,84795499
16729,-21,276223824.7085276246,262058402.9206748903,14165421.7878527381,18.4998658597,85059835
16741,-19,256318915.5261219144,242126787.8997174501,14192127.6264044791,17.0606405377,85181251
16747,-22,281745086.4596651196,267554016.7713782191,14191069.6882868875,18.8536891614,85241211
16759,-20,263041837.1693037450,248820226.8009180725,14221610.3683856726,17.4959248886,85364385
16763,-22,288115915.9481975436,273897067.1976798177,14218848.7505177334,19.2629566573,85406247
16787,-17,230728192.2077827454,216467464.9823368490,14260727.2254459038,15.1792725266,85648771
16811,-17,201319802.6733909249,187019592.7200010419,14300209.9533898961,13.0781011838,85894191
16823,-20,224541474.2096984982,210220978.6440272033,14320495.5656712893,14.6797279242,86016365
16829,-23,257154519.5392068028,242829849.5547536016,14324669.9844532087,16.9518634508,86078535
16831,-24,272974844.2876806259,258630907.3081780374,14343936.9795026183,18.0306778870,86099203
16843,-22,252179892.9620527625,237824155.8657641113,14355737.0962886587,16.5664886638,86221855
16871,-13,155360789.8897071481,140958873.0821048021,14401916.8076023571,9.7875077995,86508237
16879,-10,128467080.5370900333,114054210.0411816090,14412870.4959084224,7.9133584163,86590991
16883,-13,159416802.6198156178,144997651.8712289333,14419150.7485866882,10.0559078963,86633201
16889,-15,183568140.4187539220,169132410.4066684246,14435730.0120854862,11.7162353594,86694325
16901,-15,199744844.4890876412,185286739.2408556044,14458105.2482320406,12.8154233255,86815699
16903,-16,214842072.4674955904,200379501.6668511927,14462570.8006444052,13.8550403264,86838215
16921,-17,210268289.6211829782,195766536.4195120335,14501753.2016709577,13.4995082110,87020869
16927,-17,205603468.8734820187,191103129.3572552204,14500339.5162268076,13.1792175723,87083829
16931,-19,225930915.3289623559,211428274.8064212501,14502640.5225411169,14.5786054945,87125339
16937,-21,252626098.7821805775,238112032.2105261087,14514066.5716544632,16.4056042485,87186991
16943,-21,252679452.7854748666,238157300.7204519808,14522152.0650228932,16.3995873101,87249995
16963,-17,216495271.4950377345,201934113.8793322146,14561157.6157055143,13.8679986309,87454653
16979,-17,191846331.4925544858,177259539.3127857745,14586792.1797687169,12.1520576374,87619739
16981,-18,204632460.1240442097,190039474.5155271292,14592985.6085170694,13.0226589413,87641229
16987,-20,235112512.1050387919,220505959.8419613838,14606552.2630773969,15.0963729065,87701961
16993,-22,254234773.3633518219,239611844.0968475044,14622929.2665043045,16.3860359118,87764835
17011,-21,226987963.9082330167,212333847.1165037751,14654116.7917292528,14.4897062125,87950959
17021,-25,264923243.0012541711,250257532.6819009483,14665710.3193532247,17.0641262668,88051533
17027,-25,264690368.1122874022,250027378.0479962230,14662990.0642911736,17.0515956808,88115097
17029,-26,279098159.4030898213,264416738.2768513560,14681421.1262384504,18.0102958701,88137163
17033,-27,294766778.7200353146,280089770.6669942737,14677008.0530410409,19.0835740946,88178663
17041,-26,281456191.8574596047,266751155.8342596889,14705036.0231999438,18.1401225684,88261743
17047,-26,288605508.9722374678,273897962.8247572780,14707546.1474801768,18.6229545077,88322667
17053,-26,289972555.0551162958,275244416.8324882984,14728138.2226280216,18.6883374308,88386077
17077,-19,228091885.3346935809,213332984.4942652881,14758900.8404282797,14.4545306457,88634611
17093,-15,179424434.5665054619,164645169.4260402918,14779265.1404651776,11.1402811886,88802035
17099,-20,224069255.9991540909,209285022.2650582194,14784233.7340958733,14.1559600605,88863971
17107,-23,249287983.6014076471,234485206.3979948163,14802777.2034128383,15.8406225518,88946081
17117,-21,225856391.7014891505,211030075.4413205385,14826316.2601686157,14.2334799648,89050487
17123,-25,270346972.8987454772,255511667.2164001167,14835305.6823453605,17.2232155297,89112895
17137,-23,254756692.1596083045,239881854.3589359224,14874837.8006723803,16.1266870653,89258143
17159,-21,230285729.0588624775,215396987.5886238813,14888741.4702386092,14.4671050954,89486855
17167,-21,231898553.1018789709,216990169.1995652914,14908383.9023136888,14.5549088769,89571691
17183,-20,234004964.9805735052,219061851.4134240150,14943113.5671495032,14.6597193703,89738597
17189,-24,272046492.8378477693,257100318.3571664691,14946174.4806812834,17.2017474230,89800499
17191,-25,285934173.9569715858,270978109.7756388783,14956064.1813327074,18.1182767398,89822247
17203,-23,277267989.2968913913,262296420.7812571526,14971568.5156342164,17.5196353346,89947883
17207,-24,287973087.2440032959,272991994.9916044474,14981092.2523988727,18.2224360142,89988133
17209,-25,303613303.3526921868,288620376.9187902808,14992926.4339018911,19.2504364102,90011051
17231,-23,282657060.0741542578,267631965.3731415272,15025094.7010127027,17.8123313496,90239491
17239,-23,283251721.8869211078,268212301.9154811502,15039419.9714399651,17.8339525344,90324237
17257,-18,231781079.9088099003,216707088.3999789953,15073991.5088308975,14.3762246564,90511459
17291,-14,170487459.6587244272,155355947.6710086763,15131511.9877157453,10.2670471925,90868383
17293,-15,183567552.4605910778,168427451.2345331311,15140101.2260579392,11.1245921490,90890873
17299,-16,198258862.2407404184,183113736.5695379972,15145125.6712024286,12.0906052908,90954487
17317,-17,192420220.6054512560,177237249.4891447723,15182971.1163064707,11.6734233459,91142293
17321,-20,225158473.9137540162,209973410.2695345581,15185063.6442194562,13.8276279368,91184937
